symbol	sFH14_1	sFH14_2	sFH14_3	sFH14_4	sFH14_5	sFH14_6	sFH14_7	sFH14_8
ENSG00000119919	7	0	0	0	0	0	0	0
ENSG00000119922	22	0	0	0	0	6	0	0
ENSG00000119927	2360	624	0	17	19	0	0	0
ENSG00000119929	2331	1777	0	3	1	0	14	0
ENSG00000119938	0	0	0	0	0	0	0	0
ENSG00000119943	1	0	0	0	0	0	0	0
ENSG00000119946	12	0	0	1	12	0	0	0
ENSG00000119950	224	34	25	31	13	25	7	1
ENSG00000119953	957	275	14	41	22	12	10	7
ENSG00000119965	186	19	0	30	0	0	0	14
ENSG00000119969	22424	1745	72	239	79	68	91	47
ENSG00000119973	0	0	0	0	0	0	0	0
ENSG00000119977	209	12	0	46	0	1	3	0
ENSG00000119979	672	718	0	34	2	8	5	0
ENSG00000119986	30	0	0	3	0	0	0	0
ENSG00000120008	917	734	4	65	1	17	6	0
ENSG00000120029	194	36	7	26	13	0	6	0
ENSG00000120049	7	0	0	0	0	0	0	0
ENSG00000120051	23	6	0	1	0	0	0	0
ENSG00000120053	249	3	26	30	5	11	2	0
ENSG00000120054	0	0	0	0	0	0	0	0
ENSG00000120055	14	0	0	0	0	0	0	0
ENSG00000120057	6	0	0	0	1	0	0	0
ENSG00000120063	4077	117	20	34	24	36	1	6
ENSG00000120068	262	8	0	0	16	5	0	0
ENSG00000120071	836	78	21	12	22	42	1	29
ENSG00000120075	78	50	0	0	0	0	0	0
ENSG00000120088	0	0	0	0	0	0	0	0
ENSG00000120093	138	9	0	14	1	14	9	0
ENSG00000120094	0	0	0	0	0	0	0	0
ENSG00000120129	101	0	8	71	44	26	10	29
ENSG00000120137	26467	3082	26	122	78	19	62	22
ENSG00000120149	529	12	24	13	38	27	20	0
ENSG00000120156	0	0	0	0	0	0	0	0
ENSG00000120158	611	100	0	11	15	3	2	0
ENSG00000120159	518	236	1	39	4	6	2	2
ENSG00000120160	0	0	0	0	0	0	0	0
ENSG00000120162	271	39	0	17	9	0	0	4
ENSG00000120210	0	0	0	0	0	0	0	0
ENSG00000120211	0	0	0	0	0	0	0	0
ENSG00000120215	10	0	0	0	0	0	0	0
ENSG00000120217	25	0	0	0	0	0	0	0
ENSG00000120235	0	0	0	0	0	0	0	0
ENSG00000120242	0	0	0	0	0	0	0	0
ENSG00000120251	0	0	0	0	0	0	0	0
ENSG00000120253	1629	110	14	127	21	4	4	1
ENSG00000120254	1372	265	45	153	36	67	32	18
ENSG00000120256	34	23	0	3	0	0	0	0
ENSG00000120262	10	0	0	0	6	0	0	0
ENSG00000120265	1308	345	48	92	32	71	34	45
ENSG00000120278	87	0	0	0	0	0	0	0
ENSG00000120279	0	0	0	0	0	0	0	0
ENSG00000120280	0	0	0	2	0	0	0	0
ENSG00000120289	0	0	0	0	0	0	0	0
ENSG00000120306	43	2	0	10	0	1	4	0
ENSG00000120314	233	66	3	18	0	0	0	0
ENSG00000120318	4	0	0	0	0	0	3	0
ENSG00000120322	0	0	0	0	0	0	0	0
ENSG00000120324	0	0	0	0	0	0	0	0
ENSG00000120327	0	0	0	0	0	0	0	0
ENSG00000120328	0	0	0	0	0	0	0	0
ENSG00000120329	0	0	0	0	0	0	0	0
ENSG00000120332	1	0	0	0	0	0	0	0
ENSG00000120333	529	77	14	26	4	14	1	6
ENSG00000120334	681	934	14	16	9	5	5	6
ENSG00000120337	0	0	0	0	0	0	0	0
ENSG00000120341	0	0	0	0	0	0	0	0
ENSG00000120370	82	7	10	11	5	8	0	4
ENSG00000120436	0	0	0	0	0	0	0	0
ENSG00000120437	767	193	10	106	59	58	30	2
ENSG00000120438	15649	26321	94	434	99	130	115	96
ENSG00000120440	23	0	0	0	0	0	0	0
ENSG00000120451	67	11	0	0	0	0	0	0
ENSG00000120457	0	0	0	0	0	0	0	0
ENSG00000120458	51	0	0	37	0	4	0	0
ENSG00000120471	0	0	0	0	0	0	0	0
ENSG00000120498	0	0	0	0	0	0	0	0
ENSG00000120500	0	0	0	0	0	0	0	0
ENSG00000120509	159	7	7	31	1	7	20	0
ENSG00000120519	87	10	6	14	0	0	1	0
ENSG00000120526	149	23	0	19	0	13	0	0
ENSG00000120533	280	1057	0	6	2	31	10	13
ENSG00000120539	211	60	16	40	3	33	5	8
ENSG00000120549	53	6	0	19	0	0	0	0
ENSG00000120555	2	0	0	0	0	0	0	0
ENSG00000120563	0	0	0	0	0	0	0	0
ENSG00000120594	120	15	0	33	0	4	0	0
ENSG00000120616	635	157	31	42	0	40	10	39
ENSG00000120645	0	0	0	0	0	0	0	0
ENSG00000120647	533	72	14	37	4	1	3	0
ENSG00000120656	555	157	52	32	62	12	11	27
ENSG00000120658	88	27	0	4	0	6	0	0
ENSG00000120659	0	0	0	0	0	0	0	0
ENSG00000120662	172	31	0	2	0	1	10	0
ENSG00000120664	0	0	0	0	0	0	0	0
ENSG00000120669	0	0	0	0	0	0	0	0
ENSG00000120675	2	0	0	0	0	0	5	0
ENSG00000120685	1916	167	11	38	28	18	19	2
ENSG00000120686	1564	1819	14	80	50	60	19	46
ENSG00000120688	306	135	67	52	21	10	18	0
ENSG00000120690	92	1	14	2	1	14	14	6
ENSG00000120693	439	19	2	34	0	7	0	6
ENSG00000120694	5823	16778	15	303	77	98	25	43
ENSG00000120696	178	0	0	0	2	0	0	0
ENSG00000120697	1350	285	3	4	15	15	0	2
ENSG00000120699	632	326	7	46	14	11	1	2
ENSG00000120705	12695	3902	34	127	42	53	63	13
ENSG00000120708	8	0	0	0	0	0	0	0
ENSG00000120709	1304	523	18	79	5	18	0	0
ENSG00000120725	441	38	6	5	1	0	14	0
ENSG00000120727	4653	1906	74	345	106	92	75	31
ENSG00000120729	11	0	0	0	0	0	0	0
ENSG00000120733	952	211	27	48	8	30	6	14
ENSG00000120738	947	30	6	19	7	12	18	2
ENSG00000120742	5710	414	46	75	48	36	41	34
ENSG00000120756	150	9	6	14	7	7	13	0
ENSG00000120784	230	47	0	29	59	7	3	0
ENSG00000120798	219	4	0	37	14	2	0	10
ENSG00000120800	694	27	17	74	20	60	38	0
ENSG00000120802	1377	285	30	205	71	92	37	57
ENSG00000120805	2715	290	10	82	9	55	8	0
ENSG00000120820	145	33	0	8	0	0	0	0
ENSG00000120832	234	152	0	10	0	6	18	0
ENSG00000120833	214	1	25	21	0	25	0	8
ENSG00000120837	1587	396	6	62	1	13	38	4
ENSG00000120860	181	17	0	80	20	0	2	15
ENSG00000120868	489	51	0	16	0	0	0	0
ENSG00000120875	77	3	0	0	0	0	0	0
ENSG00000120885	25	0	1	0	0	7	2	0
ENSG00000120889	2192	61	15	12	3	8	0	0
ENSG00000120896	205	11	7	25	11	8	0	0
ENSG00000120899	24	0	0	6	1	1	0	0
ENSG00000120903	0	0	0	0	0	0	0	0
ENSG00000120907	0	0	0	0	0	0	0	0
ENSG00000120910	135	29	0	28	0	11	3	0
ENSG00000120913	12	0	0	0	0	0	0	0
ENSG00000120915	21	32	30	3	0	0	0	0
ENSG00000120925	510	4	8	0	0	0	0	0
ENSG00000120937	0	0	0	0	0	0	0	0
ENSG00000120942	862	251	0	12	0	1	13	0
ENSG00000120948	17419	5723	86	142	22	53	45	17
ENSG00000120949	0	0	0	0	0	0	0	0
ENSG00000120952	0	0	0	0	0	0	0	0
ENSG00000120963	713	234	0	13	4	38	0	5
ENSG00000120992	1118	66	18	34	32	37	13	31
ENSG00000121005	68	1	17	5	0	14	3	0
ENSG00000121022	1306	562	0	72	10	3	17	13
ENSG00000121039	1106	908	3	8	0	4	7	0
ENSG00000121053	0	0	0	0	0	0	0	0
ENSG00000121057	369	42	19	45	19	4	19	3
ENSG00000121058	3373	264	37	91	18	27	26	32
ENSG00000121060	2741	418	6	22	0	0	0	4
ENSG00000121064	117	40	1	0	13	0	0	0
ENSG00000121067	1477	726	12	83	8	20	2	52
ENSG00000121068	38	7	0	18	5	23	0	0
ENSG00000121073	1013	16	20	33	9	6	38	16
ENSG00000121075	0	0	0	0	0	0	0	0
ENSG00000121089	17	10	1	0	0	0	1	0
ENSG00000121101	22	12	0	0	0	0	0	0
ENSG00000121104	124	4	15	12	0	5	5	14
ENSG00000121152	439	47	9	113	26	19	4	0
ENSG00000121207	17	15	0	0	0	0	0	0
ENSG00000121210	95	6	0	0	6	8	0	0
ENSG00000121211	557	288	20	56	40	41	51	26
ENSG00000121236	98	1	0	0	0	0	0	0
ENSG00000121270	16	3	0	0	0	0	0	0
ENSG00000121274	2056	370	8	53	41	14	11	0
ENSG00000121281	1	11	0	0	0	0	0	0
ENSG00000121289	554	149	13	9	1	10	15	0
ENSG00000121297	121	0	0	2	18	5	0	3
ENSG00000121310	226	2	14	5	0	0	0	11
ENSG00000121314	0	0	0	0	0	0	0	0
ENSG00000121316	0	0	0	0	0	0	0	0
ENSG00000121318	0	0	0	0	0	0	0	0
ENSG00000121335	4	0	0	0	0	0	0	0
ENSG00000121350	421	74	0	14	1	0	0	0
ENSG00000121351	0	0	0	0	0	0	0	0
ENSG00000121361	51	0	0	3	0	0	10	0
ENSG00000121377	0	0	0	0	0	0	0	0
ENSG00000121380	0	0	0	0	0	0	0	0
ENSG00000121381	0	0	0	0	0	0	0	0
ENSG00000121388	0	0	0	0	0	0	0	0
ENSG00000121390	935	440	107	89	44	51	36	21
ENSG00000121406	548	244	8	0	0	0	2	0
ENSG00000121410	13	0	0	0	0	0	0	0
ENSG00000121413	61	6	1	0	0	0	0	0
ENSG00000121417	78	0	0	8	0	16	0	0
ENSG00000121440	34	2	1	12	2	5	14	0
ENSG00000121446	0	0	0	0	0	0	0	0
ENSG00000121454	93	22	0	0	0	0	9	0
ENSG00000121481	313	40	31	52	0	22	25	0
ENSG00000121486	313	24	7	1	0	1	0	0
ENSG00000121542	220	37	0	26	5	3	0	0
ENSG00000121552	5	0	0	0	0	0	0	0
ENSG00000121570	0	1	1	0	0	0	0	1
ENSG00000121577	0	0	0	0	0	0	0	0
ENSG00000121578	684	523	0	15	18	4	4	24
ENSG00000121579	14089	14755	48	279	162	143	95	95
ENSG00000121594	0	0	0	0	0	0	0	0
ENSG00000121621	300	147	0	14	33	5	0	21
ENSG00000121634	0	0	0	0	0	0	0	0
ENSG00000121644	10052	1055	0	127	17	27	36	9
ENSG00000121653	213	0	0	9	9	4	0	0
ENSG00000121671	76	1	0	21	0	0	18	3
ENSG00000121680	128	12	0	5	0	0	0	0
ENSG00000121690	97	8	0	10	0	22	1	8
ENSG00000121691	64	2	0	31	0	27	27	4
ENSG00000121716	39	28	0	0	0	0	0	0
ENSG00000121741	861	80	18	28	13	3	8	0
ENSG00000121742	0	0	0	0	0	0	0	0
ENSG00000121743	42	6	0	13	0	20	0	0
ENSG00000121749	570	205	22	57	10	6	47	15
ENSG00000121753	93	0	0	0	0	1	5	0
ENSG00000121764	0	0	0	0	0	0	0	0
ENSG00000121766	1897	769	54	174	42	17	22	34
ENSG00000121769	62	3	0	2	0	0	0	0
ENSG00000121774	1990	738	89	364	43	57	27	44
ENSG00000121775	85	5	0	8	8	8	0	0
ENSG00000121797	0	0	0	0	0	0	0	0
ENSG00000121807	0	0	0	0	0	0	0	0
ENSG00000121851	925	85	39	74	27	8	22	15
ENSG00000121853	0	0	0	0	0	0	0	0
ENSG00000121858	0	0	0	0	0	0	0	0
ENSG00000121864	321	20	0	29	4	6	3	0
ENSG00000121871	16	0	0	0	0	6	13	0
ENSG00000121879	219	91	1	3	0	0	1	0
ENSG00000121892	1608	121	52	92	12	27	7	29
ENSG00000121895	2	0	0	0	0	0	1	0
ENSG00000121897	138	48	3	0	0	0	1	0
ENSG00000121898	0	0	0	0	0	0	0	0
ENSG00000121900	274	3	0	0	3	1	0	1
ENSG00000121903	845	43	0	3	1	0	3	0
ENSG00000121904	0	0	0	0	0	0	0	0
ENSG00000121905	1	0	0	0	0	0	0	0
ENSG00000121931	372	17	0	46	30	0	3	0
ENSG00000121933	0	0	0	0	0	0	0	0
ENSG00000121940	2984	2697	20	10	2	14	20	0
ENSG00000121957	799	131	7	50	2	34	38	0
ENSG00000121964	241	31	3	0	0	6	0	0
ENSG00000121966	5	6	0	2	0	0	0	9
ENSG00000121988	207	15	3	3	0	4	0	22
ENSG00000121989	378	202	0	7	50	0	0	0
ENSG00000122008	105	32	6	83	31	8	0	3
ENSG00000122012	2	2	0	0	0	0	0	0
ENSG00000122025	3	0	0	0	0	0	0	0
ENSG00000122026	21742	3875	127	1013	162	340	397	314
ENSG00000122033	372	6	20	24	23	4	12	22
ENSG00000122034	1831	95	35	110	35	36	42	22
ENSG00000122035	13	0	0	6	0	3	14	0
ENSG00000122042	952	17	4	43	2	25	30	0
ENSG00000122043	0	0	0	0	0	0	0	0
ENSG00000122068	4918	457	19	85	33	28	27	22
ENSG00000122085	1305	324	0	12	17	14	4	0
ENSG00000122121	0	0	0	0	0	0	0	0
ENSG00000122122	0	0	0	0	0	0	0	0
ENSG00000122126	888	64	26	16	5	13	0	3
ENSG00000122133	0	0	0	0	0	0	0	0
ENSG00000122136	0	0	0	0	0	0	0	0
ENSG00000122140	356	10	24	28	12	26	2	6
ENSG00000122145	0	0	0	0	0	0	0	0
ENSG00000122176	0	0	0	0	0	0	0	0
ENSG00000122180	0	0	0	0	0	0	0	0
ENSG00000122188	0	0	0	0	0	0	0	0
ENSG00000122194	0	0	0	0	0	0	0	0
ENSG00000122203	1808	88	12	41	67	27	17	18
ENSG00000122218	1022	316	1	45	7	16	9	0
ENSG00000122223	0	2	0	0	0	0	0	0
ENSG00000122224	0	0	0	0	0	0	0	0
ENSG00000122254	0	0	0	0	0	0	0	0
ENSG00000122257	1833	39	14	43	33	30	20	5
ENSG00000122299	2638	234	28	79	28	80	12	13
ENSG00000122304	0	0	0	0	0	0	0	0
ENSG00000122335	392	79	2	28	4	11	2	1
ENSG00000122359	452	264	0	32	21	4	5	0
ENSG00000122367	0	0	0	0	0	0	0	0
ENSG00000122375	0	0	0	0	0	0	0	0
ENSG00000122376	1749	205	17	38	0	40	10	19
ENSG00000122378	3407	1745	5	26	27	4	24	34
ENSG00000122386	364	73	5	28	6	27	0	0
ENSG00000122390	418	6	0	3	0	7	11	15
ENSG00000122406	67945	19808	766	3505	608	997	720	876
ENSG00000122417	264	72	15	26	3	6	12	34
ENSG00000122420	95	0	0	2	0	0	14	0
ENSG00000122432	11	0	0	0	0	0	0	0
ENSG00000122435	215	18	9	54	13	6	23	0
ENSG00000122477	19	0	0	0	0	0	0	0
ENSG00000122481	394	490	6	22	41	6	18	0
ENSG00000122482	1897	305	40	57	37	19	52	19
ENSG00000122483	1037	125	13	46	28	16	10	15
ENSG00000122484	646	68	0	17	6	18	1	0
ENSG00000122490	368	137	0	5	0	0	5	0
ENSG00000122507	670	313	0	32	0	15	5	0
ENSG00000122512	1655	186	0	33	15	0	7	0
ENSG00000122515	495	11	0	12	22	8	3	23
ENSG00000122543	0	0	0	0	0	0	0	0
ENSG00000122545	1604	769	67	168	144	97	71	111
ENSG00000122547	10	0	0	0	0	0	0	0
ENSG00000122548	0	0	0	0	0	0	0	0
ENSG00000122550	667	293	35	5	0	0	1	32
ENSG00000122557	142	8	0	8	0	8	4	0
ENSG00000122565	9670	21363	18	241	84	70	58	37
ENSG00000122566	40699	144627	595	2990	752	974	547	438
ENSG00000122574	35	0	0	7	0	0	0	0
ENSG00000122584	0	0	0	0	0	0	0	0
ENSG00000122585	0	0	0	0	0	0	0	0
ENSG00000122591	3305	222	3	20	29	25	9	8
ENSG00000122592	312	18	0	0	0	0	2	0
ENSG00000122641	30	2	11	14	0	1	8	0
ENSG00000122642	1508	459	0	0	0	10	1	0
ENSG00000122643	1026	7447	7	1	23	21	8	24
ENSG00000122644	400	476	0	40	16	25	55	2
ENSG00000122674	456	102	0	15	0	0	0	0
ENSG00000122678	64	9	0	0	0	0	0	0
ENSG00000122679	0	0	0	0	0	0	0	0
ENSG00000122687	134	77	0	6	0	0	11	37
ENSG00000122691	47	31	0	12	0	21	0	0
ENSG00000122692	2434	931	77	90	21	15	10	0
ENSG00000122694	246	60	0	26	13	0	0	25
ENSG00000122696	1248	17	0	7	0	0	0	0
ENSG00000122705	4696	2398	43	296	28	46	48	13
ENSG00000122707	130	70	4	0	0	0	0	0
ENSG00000122711	0	0	0	0	0	0	0	0
ENSG00000122728	22	3	0	0	0	0	2	0
ENSG00000122729	641	165	2	49	35	7	2	0
ENSG00000122733	10	0	0	0	0	0	0	0
ENSG00000122735	0	17	0	0	0	0	0	0
ENSG00000122741	369	1	1	25	0	0	0	0
ENSG00000122756	20	0	0	0	8	0	0	0
ENSG00000122778	1318	59	0	32	0	0	0	0
ENSG00000122779	762	80	15	59	8	35	12	3
ENSG00000122783	3335	293	8	73	29	12	35	52
ENSG00000122786	955	153	139	231	144	224	177	102
ENSG00000122787	0	0	0	0	0	0	0	0
ENSG00000122824	172	68	0	0	1	0	0	0
ENSG00000122852	0	0	0	0	0	0	0	0
ENSG00000122859	0	0	0	0	0	0	0	0
ENSG00000122861	7	0	0	0	0	0	0	0
ENSG00000122862	0	0	0	0	0	0	0	0
ENSG00000122863	373	16	0	4	0	0	0	0
ENSG00000122870	712	108	0	35	0	0	0	0
ENSG00000122872	0	0	0	0	0	0	0	0
ENSG00000122873	367	3	3	61	61	42	49	6
ENSG00000122877	14	0	0	0	0	0	0	0
ENSG00000122882	280	181	1	18	13	21	3	6
ENSG00000122884	2585	315	19	11	0	7	23	0
ENSG00000122912	357	236	0	13	0	0	2	0
ENSG00000122952	596	113	33	119	17	54	25	31
ENSG00000122958	728	178	17	85	19	17	3	29
ENSG00000122965	414	65	15	34	13	13	8	0
ENSG00000122966	1082	285	45	63	40	13	5	31
ENSG00000122970	470	46	9	1	10	23	5	31
ENSG00000122971	27	0	0	0	0	0	0	0
ENSG00000122986	3	0	0	0	0	0	0	0
ENSG00000123009	0	0	0	0	0	0	0	0
ENSG00000123064	2366	448	75	96	71	124	13	15
ENSG00000123066	1116	163	22	92	16	6	24	8
ENSG00000123080	298	46	0	39	2	8	3	0
ENSG00000123091	804	296	0	20	0	12	0	38
ENSG00000123094	526	29	0	4	6	6	11	0
ENSG00000123095	243	6	1	0	0	0	0	0
ENSG00000123096	117	5	0	0	0	0	0	0
ENSG00000123104	544	241	0	16	4	9	0	0
ENSG00000123106	417	212	0	55	23	3	20	18
ENSG00000123119	7	0	11	0	0	0	0	0
ENSG00000123124	1692	787	1	58	26	15	7	23
ENSG00000123130	540	236	0	22	16	12	16	7
ENSG00000123131	4106	186	14	53	24	94	32	6
ENSG00000123136	382	97	31	114	36	61	9	2
ENSG00000123143	1157	121	47	25	22	59	50	7
ENSG00000123144	6063	3120	68	213	140	151	83	102
ENSG00000123146	9	0	0	9	0	0	0	0
ENSG00000123154	323	221	0	24	0	0	3	0
ENSG00000123159	468	46	0	9	23	8	9	7
ENSG00000123165	0	0	0	0	0	0	0	0
ENSG00000123171	0	0	0	0	0	0	0	0
ENSG00000123178	1045	581	5	22	18	7	9	0
ENSG00000123179	649	88	41	0	0	0	3	0
ENSG00000123191	159	15	0	10	0	3	0	0
ENSG00000123200	4585	1265	186	1007	276	255	174	303
ENSG00000123201	20	2	0	0	0	0	0	0
ENSG00000123213	1744	390	0	18	22	29	0	59
ENSG00000123219	526	57	39	80	96	72	36	13
ENSG00000123240	1053	3224	1	25	0	18	0	4
ENSG00000123243	26	3	0	5	0	0	0	0
ENSG00000123268	238	22	1	45	6	26	21	0
ENSG00000123297	87	9	0	21	0	0	0	33
ENSG00000123307	0	0	0	2	0	0	0	0
ENSG00000123329	8	0	0	0	0	0	0	0
ENSG00000123338	0	0	0	0	0	0	0	0
ENSG00000123342	0	0	0	0	0	0	0	0
ENSG00000123349	114	65	0	2	0	8	1	1
ENSG00000123352	504	96	4	21	1	11	0	0
ENSG00000123353	38	2	0	0	0	0	1	0
ENSG00000123358	30	1	0	16	0	0	0	0
ENSG00000123360	5	0	0	0	0	0	0	0
ENSG00000123364	64	0	0	23	0	0	8	0
ENSG00000123374	386	33	29	31	0	17	8	16
ENSG00000123384	67	12	32	0	0	14	0	0
ENSG00000123388	176	6	0	5	0	0	0	0
ENSG00000123395	359	77	27	18	1	10	1	0
ENSG00000123405	0	4	0	0	0	4	0	5
ENSG00000123407	3	17	0	0	0	0	0	0
ENSG00000123411	23	0	0	0	0	0	4	0
ENSG00000123415	215	14	0	11	0	0	1	2
ENSG00000123416	11157	373	207	491	124	161	161	106
ENSG00000123427	16	7	0	0	0	0	0	0
ENSG00000123444	48	12	2	0	1	1	12	0
ENSG00000123447	0	0	0	0	0	0	0	0
ENSG00000123453	0	0	0	0	0	0	0	0
ENSG00000123454	0	0	0	0	0	0	0	0
ENSG00000123472	3536	191	17	132	97	36	20	45
ENSG00000123473	442	12	0	28	26	1	0	0
ENSG00000123485	738	65	16	34	6	51	31	1
ENSG00000123496	1	0	0	0	0	0	0	0
ENSG00000123500	0	0	2	0	0	0	0	2
ENSG00000123505	14640	1196	66	206	51	189	42	62
ENSG00000123545	642	270	27	38	0	3	15	0
ENSG00000123552	361	176	40	24	65	18	0	0
ENSG00000123560	2	0	0	0	0	0	0	0
ENSG00000123561	0	0	0	0	0	0	0	0
ENSG00000123562	3133	8268	113	277	90	131	63	128
ENSG00000123569	0	0	0	0	0	0	0	0
ENSG00000123570	173	311	0	0	0	21	19	0
ENSG00000123572	0	0	0	0	4	0	0	0
ENSG00000123575	4149	522	35	123	34	44	65	9
ENSG00000123576	1	0	0	0	0	0	0	0
ENSG00000123584	0	0	0	0	0	0	0	0
ENSG00000123594	0	0	0	0	0	0	0	0
ENSG00000123595	257	55	35	86	34	0	27	21
ENSG00000123600	1594	70	0	31	0	0	23	11
ENSG00000123607	169	59	42	8	19	18	7	0
ENSG00000123609	2	0	0	0	0	0	0	0
ENSG00000123610	0	0	0	0	0	0	0	0
ENSG00000123612	104	2	0	0	0	0	0	0
ENSG00000123636	320	117	28	49	0	15	16	5
ENSG00000123643	1126	88	0	10	1	3	0	3
ENSG00000123684	13693	4949	17	21	4	44	28	24
ENSG00000123685	61	19	0	2	4	0	3	0
ENSG00000123689	233	27	0	1	19	15	0	16
ENSG00000123700	3	0	0	0	0	0	0	0
ENSG00000123728	528	60	25	39	0	14	19	14
ENSG00000123737	1329	343	30	164	26	27	31	21
ENSG00000123739	2657	303	0	36	7	15	15	2
ENSG00000123810	10	0	0	0	0	3	0	0
ENSG00000123815	83	21	0	3	0	0	0	0
ENSG00000123836	3209	535	15	9	0	7	11	9
ENSG00000123838	0	0	0	0	0	0	0	0
ENSG00000123843	0	0	0	0	0	0	0	0
ENSG00000123870	32	0	0	0	0	0	0	0
ENSG00000123892	4	0	0	11	1	15	0	0
ENSG00000123901	0	0	0	0	0	0	0	0
ENSG00000123908	30958	3403	17	37	5	33	48	31
ENSG00000123933	1291	37	14	37	61	23	2	0
ENSG00000123965	0	0	0	0	0	0	0	0
ENSG00000123975	761	24	32	80	54	78	51	42
ENSG00000123977	0	0	0	0	0	0	0	0
ENSG00000123983	1142	146	21	14	0	4	29	0
ENSG00000123989	38	2	0	0	11	0	29	0
ENSG00000123992	56	20	0	23	0	0	20	0
ENSG00000123999	0	0	0	0	0	0	0	0
ENSG00000124003	0	0	0	0	0	0	0	0
ENSG00000124006	254	30	1	8	6	20	0	0
ENSG00000124019	0	0	0	0	0	0	0	0
ENSG00000124067	85	39	0	23	1	12	0	0
ENSG00000124074	84	5	0	1	3	2	0	0
ENSG00000124089	0	0	0	0	0	0	0	0
ENSG00000124091	0	0	0	0	0	0	0	0
ENSG00000124092	0	0	0	0	0	0	0	0
ENSG00000124097	41	32	0	0	0	0	1	0
ENSG00000124098	593	45	7	8	10	3	19	4
ENSG00000124102	0	0	0	0	0	0	0	0
ENSG00000124103	0	0	0	0	0	0	0	0
ENSG00000124104	97	0	0	7	0	0	0	0
ENSG00000124107	1	0	0	0	0	0	0	0
ENSG00000124116	12	0	0	0	0	0	0	0
ENSG00000124120	691	23	10	5	2	0	1	6
ENSG00000124126	53	9	0	0	0	4	0	1
ENSG00000124134	0	0	0	0	0	0	0	0
ENSG00000124140	2	0	2	0	0	0	0	0
ENSG00000124143	0	0	0	0	0	0	0	0
ENSG00000124145	458	123	0	0	0	0	2	0
ENSG00000124151	782	202	11	24	0	5	5	6
ENSG00000124155	237	16	2	11	21	14	1	10
ENSG00000124157	0	0	0	0	0	0	0	0
ENSG00000124159	0	0	0	0	0	0	0	0
ENSG00000124160	2491	612	30	66	3	20	2	1
ENSG00000124164	15197	4075	12	150	4	18	0	14
ENSG00000124171	327	74	5	2	2	0	8	0
ENSG00000124172	3616	641	40	107	34	82	61	174
ENSG00000124177	1044	246	78	79	68	92	28	3
ENSG00000124181	1426	268	19	3	62	15	22	9
ENSG00000124191	46	0	1	16	0	14	0	3
ENSG00000124193	1745	176	20	262	100	142	91	29
ENSG00000124194	3	0	0	0	0	0	0	0
ENSG00000124196	0	0	0	0	0	0	0	0
ENSG00000124198	2838	816	37	73	0	6	16	3
ENSG00000124201	266	7	4	14	0	0	6	0
ENSG00000124203	0	0	0	0	0	0	0	0
ENSG00000124205	0	0	0	0	0	0	0	0
ENSG00000124207	4083	415	19	183	102	23	45	81
ENSG00000124208	6	0	0	0	0	0	0	0
ENSG00000124209	1977	254	0	23	4	19	17	0
ENSG00000124212	0	0	0	0	0	0	1	0
ENSG00000124214	1856	131	14	99	38	44	27	17
ENSG00000124215	5	3	0	0	0	0	0	0
ENSG00000124216	0	0	4	0	0	0	0	0
ENSG00000124217	276	1	0	2	12	5	0	0
ENSG00000124222	10467	5460	23	62	25	15	31	0
ENSG00000124224	169	5	0	0	0	5	10	0
ENSG00000124225	2218	822	0	0	26	0	10	0
ENSG00000124226	7520	630	0	57	7	56	37	14
ENSG00000124227	0	0	0	0	0	0	0	0
ENSG00000124228	1672	841	73	240	51	64	4	16
ENSG00000124232	0	0	0	0	0	0	0	0
ENSG00000124233	0	0	0	0	0	0	0	0
ENSG00000124237	0	0	0	0	0	0	0	0
ENSG00000124243	190	65	0	0	0	0	1	0
ENSG00000124249	0	0	0	0	0	0	0	0
ENSG00000124251	10	2	0	0	0	0	0	0
ENSG00000124253	0	0	0	0	0	14	0	0
ENSG00000124256	0	0	0	0	0	0	0	0
ENSG00000124257	0	0	0	6	0	0	0	0
ENSG00000124260	0	0	0	0	0	0	0	0
ENSG00000124275	370	26	14	21	5	0	0	0
ENSG00000124279	53	0	0	6	0	0	0	0
ENSG00000124299	281	16	13	108	4	35	6	12
ENSG00000124302	11	0	1	0	0	0	0	0
ENSG00000124313	37	0	0	0	0	0	0	0
ENSG00000124333	2028	549	6	54	9	18	20	15
ENSG00000124334	0	0	0	0	0	0	0	0
ENSG00000124343	6	6	0	0	0	0	0	0
ENSG00000124356	2134	126	1	137	16	30	30	0
ENSG00000124357	87	11	25	10	12	25	5	0
ENSG00000124370	128	0	15	34	4	6	7	15
ENSG00000124374	1684	490	0	0	25	7	9	0
ENSG00000124380	1259	184	21	274	73	92	52	44
ENSG00000124383	444	405	40	67	17	37	23	13
ENSG00000124391	0	0	0	0	0	0	0	0
ENSG00000124399	0	0	0	0	0	0	0	0
ENSG00000124406	450	13	17	2	0	0	0	6
ENSG00000124422	55529	15121	20	78	35	50	35	17
ENSG00000124429	0	0	0	0	0	0	0	0
ENSG00000124440	0	0	0	0	0	0	0	0
ENSG00000124444	163	69	0	4	35	0	4	7
ENSG00000124449	0	0	0	0	0	0	0	0
ENSG00000124459	572	218	16	15	12	0	5	0
ENSG00000124466	6	0	0	0	0	0	0	0
ENSG00000124467	0	0	0	0	0	0	0	0
ENSG00000124469	0	0	0	0	0	0	0	0
ENSG00000124479	0	0	0	0	0	0	0	0
ENSG00000124486	2956	2239	92	101	29	67	29	38
