,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,C06,SYBR,Cre,Unkn-06,33c-6,,17.8192233701604,17.9481647013732,0.112189227753464,2555842.52323174,6.40753409150577,2359115.90306355,171075.297259933,63,
,C07,SYBR,Cre,Unkn-07,33c-7,,20.0466573593418,20.1939302568176,0.142524243302672,622019.126735775,5.79380373920543,568083.065786756,51557.5228370105,63,
,C08,SYBR,Cre,Unkn-08,33c-8,,19.7603371339867,19.8985673867528,0.140335891461036,745923.437803465,5.87269425341657,685097.914090652,60817.6578064074,63,
,C09,SYBR,Cre,Unkn-09,33c-9,,19.3407771662203,19.717085240734,0.614640967342574,973411.876612393,5.98829664077307,803094.618554544,272458.932764629,63,
,C10,SYBR,Cre,Unkn-10,33c-10,,20.4946343356635,20.2742503874997,0.263304387655992,468135.465116724,5.67037154375733,543511.649868882,93249.9497703563,63,
,C11,SYBR,Cre,Unkn-11,33c-11,,20.5119064116641,20.5711257749893,0.453854437873997,463033.620863422,5.66561252627788,458140.919817147,126999.522397,63,
,C12,SYBR,Cre,Unkn-12,33c-12,,20.2511759531659,20.0729658864804,0.159695520394315,546326.452720609,5.73745222923957,613788.975543493,60806.1577288863,63,
,D01,SYBR,Cre,Unkn-13,33c-13,,17.4189919733921,17.2359874713636,0.258807448744111,3294661.72240725,6.51781083027034,3725247.84858998,608940.739417305,63,
,D02,SYBR,Cre,Unkn-14,33c-14,,17.4084164277633,17.1998738700832,0.185256066551491,3316841.63496216,6.52072473630575,3803183.19398904,434292.171496019,63,
,D03,SYBR,Cre,Unkn-15,33c-15,,19.0717876450921,19.0342675919441,0.033337790317703,1154547.97402547,6.06241198352575,1182536.43038076,24890.7805361831,63,
,D04,SYBR,Cre,Unkn-16,33c-16,,20.1575524933218,19.8049592569843,0.311095971722592,579760.377170538,5.76324853084615,734247.970149259,137248.050414661,63,
,D05,SYBR,Cre,Unkn-17,33c-17,,17.3687743168981,17.6188263624816,0.353626994163303,3401319.46439736,6.53164742437882,2938950.17610392,653888.918329378,63,
,D06,SYBR,Cre,Unkn-18,33c-18,,18.2577049129755,18.0515089608686,0.291605111976003,1935165.87117409,6.28671819614988,2224525.84878711,409216.804748314,63,
,D07,SYBR,Cre,Unkn-19,33c-19,,20.2815654287225,20.3098939340553,0.366129068890692,535894.059070754,5.72907894247543,535773.03637057,121982.49109556,63,
,D09,SYBR,Cre,Unkn-21,33c-21,,NaN,0,0,NaN,NaN,0,0,63,
,D10,SYBR,Cre,Unkn-22,33c-22,,34.3914886904182,34.9907042723278,0.548985570673883,69.3964358349942,1.84133716588795,49.458439606502,17.8357303816349,63,
,D11,SYBR,Cre,Unkn-23,33c-23,,NaN,0,0,NaN,NaN,0,0,63,
,D12,SYBR,Cre,Unkn-24,33c-24,,38.8846811300228,37.8639254586868,0.889756383607316,4.01159266401246,0.603316828447896,8.41656263744081,3.87491474886872,63,
,E01,SYBR,Cre,Unkn-13,33c-13,,17.052982969335,17.2359874713636,0.258807448744111,4155833.9747727,6.61865818920267,3725247.84858998,608940.739417305,63,
,E02,SYBR,Cre,Unkn-14,33c-14,,17.1368616680786,17.1998738700832,0.185256066551491,3940459.65734151,6.59554688553198,3803183.19398904,434292.171496019,63,
,E03,SYBR,Cre,Unkn-15,33c-15,,19.0080515294194,19.0342675919441,0.033337790317703,1202190.66640614,6.07997335186081,1182536.43038076,24890.7805361831,63,
,E04,SYBR,Cre,Unkn-16,33c-16,,19.5691713714833,19.8049592569843,0.311095971722592,842105.734926905,5.92536662500596,734247.970149259,137248.050414661,63,
,E05,SYBR,Cre,Unkn-17,33c-17,,17.8688784080651,17.6188263624816,0.353626994163303,2476580.88781048,6.39385251707763,2938950.17610392,653888.918329378,63,
,E07,SYBR,Cre,Unkn-19,33c-19,,20.6893643828448,20.3098939340553,0.366129068890692,413730.078951349,5.61671709606526,535773.03637057,121982.49109556,63,
,E08,SYBR,Cre,Unkn-20,33c-20,,20.7928580830307,20.6975134118617,0.134837727067143,387437.115701465,5.58820122291955,412349.85406955,35231.9324759981,63,
,E09,SYBR,Cre,Unkn-21,33c-21,,39.0324294337834,39.0324294337834,0,3.6526442476435,0.562607375795547,3.6526442476435,0,63,
,E10,SYBR,Cre,Unkn-22,33c-22,,35.1111733695122,34.9907042723278,0.548985570673883,43.9582789295373,1.64304068042941,49.458439606502,17.8357303816349,63,
,E11,SYBR,Cre,Unkn-23,33c-23,,38.0300629486842,38.0300629486842,0,6.8990909914784,0.838791872854461,6.8990909914784,0,63,
,E12,SYBR,Cre,Unkn-24,33c-24,,37.2525039851857,37.8639254586868,0.889756383607316,11.2988593340397,1.05303460189608,8.41656263744081,3.87491474886872,63,
,F02,SYBR,Cre,Unkn-14,33c-14,,17.0543435144076,17.1998738700832,0.185256066551491,4152248.28966346,6.61828331488056,3803183.19398904,434292.171496019,63,
,F03,SYBR,Cre,Unkn-15,33c-15,,19.0229636013209,19.0342675919441,0.033337790317703,1190870.65071067,6.07586459210132,1182536.43038076,24890.7805361831,63,
,F04,SYBR,Cre,Unkn-16,33c-16,,19.6881539061479,19.8049592569843,0.311095971722592,780877.798350333,5.89258307529271,734247.970149259,137248.050414661,63,
,F06,SYBR,Cre,Unkn-18,33c-18,,17.8453130087617,18.0515089608686,0.291605111976003,2513885.82640014,6.40034554936808,2224525.84878711,409216.804748314,63,
,F07,SYBR,Cre,Unkn-19,33c-19,,19.9587519905985,20.3098939340553,0.366129068890692,657694.971089607,5.81802452114102,535773.03637057,121982.49109556,63,
,F08,SYBR,Cre,Unkn-20,33c-20,,20.6021687406928,20.6975134118617,0.134837727067143,437262.592437635,5.64074232529178,412349.85406955,35231.9324759981,63,
,F10,SYBR,Cre,Unkn-22,33c-22,,35.4694507570528,34.9907042723278,0.548985570673883,35.0206040549746,1.54432363276627,49.458439606502,17.8357303816349,63,
,F12,SYBR,Cre,Unkn-24,33c-24,,37.4545912608519,37.8639254586868,0.889756383607316,9.93923591427031,0.997352998987763,8.41656263744081,3.87491474886872,63,
,G02,SYBR,Cre,Std-02,,,15.560197073269,15.4198164104361,0.198528237273183,13700000,7.13672056715641,13700000,0,63,
,G03,SYBR,Cre,Std-03,,,18.4323970456957,18.5728244769026,0.198594377742129,1370000,6.13672056715641,1370000,0,63,
,G04,SYBR,Cre,Std-04,,,22.2850821639257,22.2658246462095,0.0272342427318679,137000,5.13672056715641,137000,0,63,
,G05,SYBR,Cre,Std-05,,,26.4224223806908,25.9651721019528,0.64664954559011,13700,4.13672056715641,13700,0,63,
,G06,SYBR,Cre,Std-06,,,29.8924446526785,29.7742580124119,0.167141149556306,1370,3.13672056715641,1370,0,63,
,G07,SYBR,Cre,Std-07,,,33.7309858560035,33.7643922466522,0.0472437707253509,137,2.13672056715641,137,0,63,
,G08,SYBR,Cre,Std-08,,,36.7046029387055,36.6631010857383,0.0586924833298801,13.7,1.13672056715641,13.7,0,63,
,G09,SYBR,Cre,Unkn-25,NTC,,38.3273374994463,39.1402490101198,0.719806154874109,5.71324813434837,0.756883086486258,3.66956101851039,1.78762600993594,63,
,G10,SYBR,Cre,Unkn-25,NTC,,NaN,0,0,NaN,NaN,0,0,63,
,G11,SYBR,Cre,Unkn-25,NTC,,39.696711623485,39.1402490101198,0.719806154874109,2.39649250001245,0.379576074175583,3.66956101851039,1.78762600993594,63,
,G12,SYBR,Cre,Unkn-25,NTC,,NaN,0,0,NaN,NaN,0,0,63,
,H02,SYBR,Cre,Std-02,,,15.2794357476033,15.4198164104361,0.198528237273183,13700000,7.13672056715641,13700000,0,63,
,H03,SYBR,Cre,Std-03,,,18.7132519081096,18.5728244769026,0.198594377742129,1370000,6.13672056715641,1370000,0,63,
,H04,SYBR,Cre,Std-04,,,22.2465671284933,22.2658246462095,0.0272342427318679,137000,5.13672056715641,137000,0,63,
,H05,SYBR,Cre,Std-05,,,25.5079218232149,25.9651721019528,0.64664954559011,13700,4.13672056715641,13700,0,63,
,H06,SYBR,Cre,Std-06,,,29.6560713721453,29.7742580124119,0.167141149556306,1370,3.13672056715641,1370,0,63,
,H07,SYBR,Cre,Std-07,,,33.7977986373009,33.7643922466522,0.0472437707253509,137,2.13672056715641,137,0,63,
,H08,SYBR,Cre,Std-08,,,36.6215992327711,36.6631010857383,0.0586924833298801,13.7,1.13672056715641,13.7,0,63,
,H09,SYBR,Cre,Unkn-25,NTC,,39.3966979074279,39.1402490101198,0.719806154874109,2.89894242117036,0.462239589478377,3.66956101851039,1.78762600993594,63,
,H10,SYBR,Cre,Unkn-25,NTC,,NaN,0,0,NaN,NaN,0,0,63,
,H11,SYBR,Cre,Unkn-25,NTC,,NaN,0,0,NaN,NaN,0,0,63,
,H12,SYBR,Cre,Unkn-25,NTC,,NaN,0,0,NaN,NaN,0,0,63,
