,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,E07,SYBR,mCherry,Unkn-19,Well19,Supernatant,24.0228237568319,24.1018209946948,0.307500401336892,64825.0367302271,4.81174277151513,62781.3715313346,9451.42234203936,67,
,E08,SYBR,mCherry,Unkn-20,Well20,Supernatant,32.0636120434136,31.5924499343466,0.780863582199512,1115.07256822551,3.04730313191724,1494.79408215166,637.604297462217,67,
,E09,SYBR,mCherry,Unkn-21,Well25,Supernatant,25.6496357412464,25.3784580644485,0.237265349985953,28494.5242194499,4.45476140984143,32832.364611564,3803.90625950123,67,
,E10,SYBR,mCherry,Unkn-22,Well26,Supernatant,33.1107847551625,30.2507767375488,5.24656266586698,656.924685336147,2.8175155817092,20205.2205066338,33947.2935822227,67,
,E11,SYBR,mCherry,Unkn-23,Well27,Supernatant,34.2661285187615,34.3006172361331,0.71031478491207,366.430311805796,2.56399139213963,375.59249589475,131.007234224383,67,
,E12,SYBR,mCherry,Unkn-24,Well28,Supernatant,33.1437033813727,33.4612617535508,0.27583927542699,646.088550773381,2.81029204504884,553.973270300104,79.9616856488492,67,
,F01,SYBR,mCherry,Unkn-13,Well13,Supernatant,26.1182042488367,26.1450156388041,0.134453457492045,22487.4670318522,4.35194053964899,22218.8038236162,1493.80429220664,67,
,F02,SYBR,mCherry,Unkn-14,Well14,Supernatant,32.4368461009969,32.3785600416181,0.325543638865404,923.42597487578,2.96540208657484,959.744399574241,160.632917425369,67,
,F03,SYBR,mCherry,Unkn-15,Well15,Supernatant,33.3285598849496,33.564098046836,0.231553190982272,588.474766506507,2.76972784525603,524.838474227764,61.4884828263499,67,
,F04,SYBR,mCherry,Unkn-16,Well16,Supernatant,NaN,0,0,NaN,NaN,0,0,67,
,F05,SYBR,mCherry,Unkn-17,Well17,Supernatant,32.1091919457481,32.8210500770814,1.00671942381707,1089.68570471747,3.03730125354641,810.21567255966,395.230309754424,67,
,F06,SYBR,mCherry,Unkn-18,Well18,Supernatant,33.1091146653433,32.4126665376716,0.64005527474064,657.479263198747,2.8178820597924,966.586705642712,293.721934863994,67,
,F07,SYBR,mCherry,Unkn-19,Well19,Supernatant,24.4411129993603,24.1018209946948,0.307500401336892,52475.307207953,4.71995498976665,62781.3715313346,9451.42234203936,67,
,F08,SYBR,mCherry,Unkn-20,Well20,Supernatant,32.0226410887855,31.5924499343466,0.780863582199512,1138.39673250349,3.05629364053921,1494.79408215166,637.604297462217,67,
,F09,SYBR,mCherry,Unkn-21,Well25,Supernatant,25.2090779992467,25.3784580644485,0.237265349985953,35598.8284298613,4.55143570542179,32832.364611564,3803.90625950123,67,
,F11,SYBR,mCherry,Unkn-23,Well27,Supernatant,35.0275481382627,34.3006172361331,0.71031478491207,249.406863555067,2.396908400879,375.59249589475,131.007234224383,67,
,F12,SYBR,mCherry,Unkn-24,Well28,Supernatant,33.6413673566569,33.4612617535508,0.27583927542699,502.4427424068,2.70108657738884,553.973270300104,79.9616856488492,67,
,G01,SYBR,mCherry,Std-01,,,5.73154512873606,5.56954428435767,0.229103791235811,1550000000,9.19033169817029,1550000000,0,67,
,G02,SYBR,mCherry,Std-02,,,8.74930153062046,8.97781281401695,0.323163756134594,155000000,8.19033169817029,155000000,0,67,
,G03,SYBR,mCherry,Std-03,,,13.0189612339244,12.070982419615,1.34064449603876,15500000,7.19033169817029,15500000,0,67,
,G04,SYBR,mCherry,Std-04,,,15.8778587411261,15.9845732902315,0.150917162647299,1550000,6.19033169817029,1550000,0,67,
,G05,SYBR,mCherry,Std-05,,,18.8954273937591,19.0418987947566,0.207141841790438,155000,5.19033169817029,155000,0,67,
,G06,SYBR,mCherry,Std-06,,,30.5408847191776,31.115520970821,0.812658380505276,15500,4.19033169817029,15500,0,67,
,G07,SYBR,mCherry,Std-07,,,33.2980250189167,32.6280619529529,0.94747085417505,1550,3.19033169817029,1550,0,67,
,G08,SYBR,mCherry,Std-08,,,33.5578823400623,33.5578823400623,0,155,2.19033169817029,155,0,67,
,G09,SYBR,mCherry,Std-09,,,NaN,0,0,15.5,1.19033169817029,0,0,67,
,G10,SYBR,mCherry,NTC-01,,,NaN,0,0,NaN,NaN,0,0,67,
,G11,SYBR,mCherry,NTC-01,,,NaN,0,0,NaN,NaN,0,0,67,
,G12,SYBR,mCherry,NTC-01,,,NaN,0,0,NaN,NaN,0,0,67,
,H01,SYBR,mCherry,Std-01,,,5.40754343997928,5.56954428435767,0.229103791235811,1550000000,9.19033169817029,1550000000,0,67,
,H02,SYBR,mCherry,Std-02,,,9.20632409741343,8.97781281401695,0.323163756134594,155000000,8.19033169817029,155000000,0,67,
,H03,SYBR,mCherry,Std-03,,,11.1230036053056,12.070982419615,1.34064449603876,15500000,7.19033169817029,15500000,0,67,
,H04,SYBR,mCherry,Std-04,,,16.0912878393368,15.9845732902315,0.150917162647299,1550000,6.19033169817029,1550000,0,67,
,H05,SYBR,mCherry,Std-05,,,19.1883701957541,19.0418987947566,0.207141841790438,155000,5.19033169817029,155000,0,67,
,H06,SYBR,mCherry,Std-06,,,31.6901572224644,31.115520970821,0.812658380505276,15500,4.19033169817029,15500,0,67,
,H07,SYBR,mCherry,Std-07,,,31.9580988869891,32.6280619529529,0.94747085417505,1550,3.19033169817029,1550,0,67,
,H08,SYBR,mCherry,Std-08,,,NaN,0,0,155,2.19033169817029,0,0,67,
,H09,SYBR,mCherry,Std-09,,,NaN,0,0,15.5,1.19033169817029,0,0,67,
,H10,SYBR,mCherry,NTC-01,,,NaN,0,0,NaN,NaN,0,0,67,
,H11,SYBR,mCherry,NTC-01,,,NaN,0,0,NaN,NaN,0,0,67,
,H12,SYBR,mCherry,NTC-01,,,NaN,0,0,NaN,NaN,0,0,67,
